NC_006583.3 chr1
NW_003728970.1 chrUn_AAEX03025686
NW_003728971.1 chrUn_AAEX03025687
NW_003728972.1 chrUn_AAEX03025688
NW_003728973.1 chrUn_AAEX03025689
NW_003728974.1 chrUn_AAEX03025690
NW_003728975.1 chrUn_AAEX03025691
NW_003728976.1 chrUn_AAEX03025692
NW_003728977.1 chrUn_AAEX03025693
NW_003728978.1 chrUn_AAEX03025694
NW_003728979.1 chrUn_AAEX03025695
NW_003728980.1 chrUn_AAEX03025696
NW_003728981.1 chrUn_AAEX03025697
NW_003728982.1 chrUn_AAEX03025698
NW_003728983.1 chrUn_AAEX03025699
NW_003728984.1 chrUn_AAEX03025700
NW_003728985.1 chrUn_AAEX03025701
NW_003728986.1 chrUn_AAEX03025702
NW_003728987.1 chrUn_AAEX03025703
NW_003728988.1 chrUn_AAEX03025704
NW_003728989.1 chrUn_AAEX03025705
NW_003728990.1 chrUn_AAEX03025706
NW_003728991.1 chrUn_AAEX03025707
NW_003728992.1 chrUn_AAEX03025708
NW_003728993.1 chrUn_AAEX03025709
NW_003728995.1 chrUn_AAEX03025712
NW_003728996.1 chrUn_AAEX03025713
NW_003728997.1 chrUn_AAEX03025714
NW_003728998.1 chrUn_AAEX03025715
NW_003728999.1 chrUn_AAEX03025716
NW_003729000.1 chrUn_AAEX03025717
NW_003729001.1 chrUn_AAEX03025718
NW_003729002.1 chrUn_AAEX03025719
NW_003729003.1 chrUn_AAEX03025720
NW_003729004.1 chrUn_AAEX03025721
NW_003729005.1 chrUn_AAEX03025722
NW_003729006.1 chrUn_AAEX03025723
NW_003729007.1 chrUn_AAEX03025724
NW_003729008.1 chrUn_AAEX03025725
NW_003729009.1 chrUn_AAEX03025726
NW_003729010.1 chrUn_AAEX03025727
NW_003729011.1 chrUn_AAEX03025728
NW_003729012.1 chrUn_AAEX03025729
NW_003729013.1 chrUn_AAEX03025730
NW_003729014.1 chrUn_AAEX03025731
NW_003729015.1 chrUn_AAEX03025732
NW_003729016.1 chrUn_AAEX03025733
NW_003729017.1 chrUn_AAEX03025734
NW_003729018.1 chrUn_AAEX03025735
NW_003729019.1 chrUn_AAEX03025736
NW_003729020.1 chrUn_AAEX03025737
NW_003729021.1 chrUn_AAEX03025738
NW_003729022.1 chrUn_AAEX03025739
NW_003729023.1 chrUn_AAEX03025740
NW_003729024.1 chrUn_AAEX03025741
NW_003729025.1 chrUn_AAEX03025742
NW_003729026.1 chrUn_AAEX03025743
NW_003729027.1 chrUn_AAEX03025744
NW_003729028.1 chrUn_AAEX03025745
NW_003729029.1 chrUn_AAEX03025746
NW_003729030.1 chrUn_AAEX03025747
NW_003729031.1 chrUn_AAEX03025748
NW_003729032.1 chrUn_AAEX03025749
NW_003729033.1 chrUn_AAEX03025750
NW_003729034.1 chrUn_AAEX03025751
NW_003729035.1 chrUn_AAEX03025752
NW_003729036.1 chrUn_AAEX03025753
NW_003729037.1 chrUn_AAEX03025754
NW_003729038.1 chrUn_AAEX03025755
NW_003729039.1 chrUn_AAEX03025756
NW_003729040.1 chrUn_AAEX03025757
NW_003729041.1 chrUn_AAEX03025758
NW_003729042.1 chrUn_AAEX03025759
NW_003729043.1 chrUn_AAEX03025760
NW_003729044.1 chrUn_AAEX03025761
NW_003729045.1 chrUn_AAEX03025762
NW_003729046.1 chrUn_AAEX03025763
NW_003729047.1 chrUn_AAEX03025764
NW_003729048.1 chrUn_AAEX03025765
NW_003729049.1 chrUn_AAEX03025766
NW_003729050.1 chrUn_AAEX03025767
NW_003729051.1 chrUn_AAEX03025768
NW_003729052.1 chrUn_AAEX03025769
NW_003729053.1 chrUn_AAEX03025770
NW_003729054.1 chrUn_AAEX03025771
NW_003729055.1 chrUn_AAEX03025772
NW_003729056.1 chrUn_AAEX03025773
NW_003729057.1 chrUn_AAEX03025774
NW_003729058.1 chrUn_AAEX03025775
NW_003729059.1 chrUn_AAEX03025776
NW_003729060.1 chrUn_AAEX03025777
NW_003729061.1 chrUn_AAEX03025778
NW_003729062.1 chrUn_AAEX03025779
NW_003729063.1 chrUn_AAEX03025780
NW_003729064.1 chrUn_AAEX03025781
NW_003729065.1 chrUn_AAEX03025782
NW_003729066.1 chrUn_AAEX03025783
NW_003729067.1 chrUn_AAEX03025784
NW_003729068.1 chrUn_AAEX03025785
NW_003729069.1 chrUn_AAEX03025786
NW_003729070.1 chrUn_AAEX03025787
NW_003729071.1 chrUn_AAEX03025788
NW_003729072.1 chrUn_AAEX03025789
NW_003729073.1 chrUn_AAEX03025790
NW_003729074.1 chrUn_AAEX03025791
NW_003729075.1 chrUn_AAEX03025792
NW_003729077.1 chrUn_AAEX03025795
NW_003729078.1 chrUn_AAEX03025796
NW_003729079.1 chrUn_AAEX03025797
NW_003729080.1 chrUn_AAEX03025798
NW_003729081.1 chrUn_AAEX03025799
NW_003729082.1 chrUn_AAEX03025800
NW_003729083.1 chrUn_AAEX03025801
NW_003729084.1 chrUn_AAEX03025802
NW_003729085.1 chrUn_AAEX03025803
NW_003729086.1 chrUn_AAEX03025804
NW_003729087.1 chrUn_AAEX03025805
NW_003729088.1 chrUn_AAEX03025806
NW_003729089.1 chrUn_AAEX03025807
NW_003729090.1 chrUn_AAEX03025808
NW_003729091.1 chrUn_AAEX03025809
NW_003729092.1 chrUn_AAEX03025810
NW_003729093.1 chrUn_AAEX03025811
NW_003729094.1 chrUn_AAEX03025812
NW_003729095.1 chrUn_AAEX03025813
NW_003729096.1 chrUn_AAEX03025814
NW_003729097.1 chrUn_AAEX03025815
NW_003729098.1 chrUn_AAEX03025816
NW_003729099.1 chrUn_AAEX03025817
NW_003729100.1 chrUn_AAEX03025818
NW_003729101.1 chrUn_AAEX03025819
NW_003729102.1 chrUn_AAEX03025820
NW_003729103.1 chrUn_AAEX03025821
NW_003729104.1 chrUn_AAEX03025822
NW_003729105.1 chrUn_AAEX03025823
NW_003729106.1 chrUn_AAEX03025824
NW_003729107.1 chrUn_AAEX03025825
NW_003729108.1 chrUn_AAEX03025826
NW_003729109.1 chrUn_AAEX03025827
NW_003729110.1 chrUn_AAEX03025828
NW_003729111.1 chrUn_AAEX03025829
NW_003729112.1 chrUn_AAEX03025830
NW_003729113.1 chrUn_AAEX03025831
NW_003729114.1 chrUn_AAEX03025832
NW_003729115.1 chrUn_AAEX03025833
NW_003729116.1 chrUn_AAEX03025834
NW_003729117.1 chrUn_AAEX03025835
NW_003729118.1 chrUn_AAEX03025836
NW_003729119.1 chrUn_AAEX03025837
NW_003729120.1 chrUn_AAEX03025838
NW_003729121.1 chrUn_AAEX03025839
NW_003729122.1 chrUn_AAEX03025840
NW_003729123.1 chrUn_AAEX03025841
NW_003729124.1 chrUn_AAEX03025842
NW_003729125.1 chrUn_AAEX03025843
NW_003729126.1 chrUn_AAEX03025844
NW_003729127.1 chrUn_AAEX03025845
NW_003729128.1 chrUn_AAEX03025846
NW_003729129.1 chrUn_AAEX03025847
NW_003729130.1 chrUn_AAEX03025848
NW_003729131.1 chrUn_AAEX03025849
NW_003729132.1 chrUn_AAEX03025850
NW_003729133.1 chrUn_AAEX03025851
NW_003729134.1 chrUn_AAEX03025852
NW_003729135.1 chrUn_AAEX03025853
NW_003729136.1 chrUn_AAEX03025854
NW_003729137.1 chrUn_AAEX03025855
NW_003729138.1 chrUn_AAEX03025856
NW_003729139.1 chrUn_AAEX03025857
NW_003729140.1 chrUn_AAEX03025858
NW_003729141.1 chrUn_AAEX03025859
NW_003729142.1 chrUn_AAEX03025860
NW_003729143.1 chrUn_AAEX03025861
NW_003729144.1 chrUn_AAEX03025862
NW_003729145.1 chrUn_AAEX03025863
NW_003729146.1 chrUn_AAEX03025864
NW_003729147.1 chrUn_AAEX03025865
NW_003729148.1 chrUn_AAEX03025866
NW_003729149.1 chrUn_AAEX03025867
NW_003729150.1 chrUn_AAEX03025868
NW_003729151.1 chrUn_AAEX03025869
NW_003729152.1 chrUn_AAEX03025870
NW_003729153.1 chrUn_AAEX03025871
NW_003729154.1 chrUn_AAEX03025872
NW_003729155.1 chrUn_AAEX03025873
NW_003729156.1 chrUn_AAEX03025874
NW_003729157.1 chrUn_AAEX03025875
NW_003729158.1 chrUn_AAEX03025876
NW_003729159.1 chrUn_AAEX03025877
NW_003729160.1 chrUn_AAEX03025878
NW_003729161.1 chrUn_AAEX03025879
NW_003729162.1 chrUn_AAEX03025880
NW_003729163.1 chrUn_AAEX03025881
NW_003729164.1 chrUn_AAEX03025882
NW_003729165.1 chrUn_AAEX03025883
NW_003729166.1 chrUn_AAEX03025884
NW_003729167.1 chrUn_AAEX03025885
NW_003729168.1 chrUn_AAEX03025886
NW_003729169.1 chrUn_AAEX03025887
NW_003729170.1 chrUn_AAEX03025888
NW_003729171.1 chrUn_AAEX03025889
NW_003729172.1 chrUn_AAEX03025890
NW_003729173.1 chrUn_AAEX03025891
NW_003729174.1 chrUn_AAEX03025892
NW_003729175.1 chrUn_AAEX03025893
NW_003729176.1 chrUn_AAEX03025894
NW_003729177.1 chrUn_AAEX03025895
NW_003729178.1 chrUn_AAEX03025896
NW_003729179.1 chrUn_AAEX03025897
NW_003729180.1 chrUn_AAEX03025898
NW_003729181.1 chrUn_AAEX03025899
NW_003729182.1 chrUn_AAEX03025900
NW_003729183.1 chrUn_AAEX03025901
NW_003729184.1 chrUn_AAEX03025902
NW_003729185.1 chrUn_AAEX03025903
NW_003729186.1 chrUn_AAEX03025904
NW_003729187.1 chrUn_AAEX03025905
NW_003729188.1 chrUn_AAEX03025906
NW_003729189.1 chrUn_AAEX03025907
NW_003729190.1 chrUn_AAEX03025908
NW_003729191.1 chrUn_AAEX03025909
NW_003729192.1 chrUn_AAEX03025910
NW_003729193.1 chrUn_AAEX03025911
NW_003729194.1 chrUn_AAEX03025912
NW_003729195.1 chrUn_AAEX03025913
NW_003729196.1 chrUn_AAEX03025914
NW_003729197.1 chrUn_AAEX03025915
NW_003729198.1 chrUn_AAEX03025916
NW_003729199.1 chrUn_AAEX03025917
NW_003729200.1 chrUn_AAEX03025918
NW_003729201.1 chrUn_AAEX03025919
NW_003729202.1 chrUn_AAEX03025920
NW_003729203.1 chrUn_AAEX03025921
NW_003729204.1 chrUn_AAEX03025922
NW_003729205.1 chrUn_AAEX03025923
NW_003729206.1 chrUn_AAEX03025924
NW_003729207.1 chrUn_AAEX03025925
NW_003729208.1 chrUn_AAEX03025926
NW_003729209.1 chrUn_AAEX03025927
NW_003729210.1 chrUn_AAEX03025928
NW_003729211.1 chrUn_AAEX03025929
NW_003729212.1 chrUn_AAEX03025930
NW_003729213.1 chrUn_AAEX03025931
NW_003729214.1 chrUn_AAEX03025932
NW_003729215.1 chrUn_AAEX03025933
NW_003729216.1 chrUn_AAEX03025934
NW_003729217.1 chrUn_AAEX03025935
NW_003729218.1 chrUn_AAEX03025936
NW_003729219.1 chrUn_AAEX03025937
NW_003729220.1 chrUn_AAEX03025938
NW_003729221.1 chrUn_AAEX03025939
NW_003729222.1 chrUn_AAEX03025940
NW_003729223.1 chrUn_AAEX03025941
NW_003729224.1 chrUn_AAEX03025942
NW_003729225.1 chrUn_AAEX03025943
NW_003729226.1 chrUn_AAEX03025944
NW_003729227.1 chrUn_AAEX03025945
NW_003729228.1 chrUn_AAEX03025946
NW_003729229.1 chrUn_AAEX03025947
NW_003729230.1 chrUn_AAEX03025948
NW_003729231.1 chrUn_AAEX03025949
NW_003729232.1 chrUn_AAEX03025950
NW_003729233.1 chrUn_AAEX03025951
NW_003729234.1 chrUn_AAEX03025952
NW_003729235.1 chrUn_AAEX03025953
NW_003729236.1 chrUn_AAEX03025954
NW_003729237.1 chrUn_AAEX03025955
NW_003729238.1 chrUn_AAEX03025956
NW_003729239.1 chrUn_AAEX03025957
NW_003729240.1 chrUn_AAEX03025958
NW_003729241.1 chrUn_AAEX03025959
NW_003729242.1 chrUn_AAEX03025960
NW_003729243.1 chrUn_AAEX03025961
NW_003729244.1 chrUn_AAEX03025962
NW_003729245.1 chrUn_AAEX03025963
NW_003729246.1 chrUn_AAEX03025964
NW_003729247.1 chrUn_AAEX03025965
NW_003729248.1 chrUn_AAEX03025966
NW_003729249.1 chrUn_AAEX03025967
NW_003729250.1 chrUn_AAEX03025968
NW_003729251.1 chrUn_AAEX03025969
NW_003729252.1 chrUn_AAEX03025970
NW_003729253.1 chrUn_AAEX03025971
NW_003729254.1 chrUn_AAEX03025972
NW_003729255.1 chrUn_AAEX03025973
NW_003729256.1 chrUn_AAEX03025974
NW_003729257.1 chrUn_AAEX03025975
NW_003729258.1 chrUn_AAEX03025976
NW_003729259.1 chrUn_AAEX03025977
NW_003729260.1 chrUn_AAEX03025978
NW_003729261.1 chrUn_AAEX03025979
NW_003729262.1 chrUn_AAEX03025980
NW_003729263.1 chrUn_AAEX03025981
NW_003729264.1 chrUn_AAEX03025982
NW_003729265.1 chrUn_AAEX03025983
NW_003729266.1 chrUn_AAEX03025984
NW_003729267.1 chrUn_AAEX03025985
NW_003729268.1 chrUn_AAEX03025986
NW_003729269.1 chrUn_AAEX03025987
NW_003729270.1 chrUn_AAEX03025988
NW_003729271.1 chrUn_AAEX03025989
NW_003729272.1 chrUn_AAEX03025990
NW_003729273.1 chrUn_AAEX03025991
NW_003729274.1 chrUn_AAEX03025992
NW_003729275.1 chrUn_AAEX03025993
NW_003729276.1 chrUn_AAEX03025994
NW_003729277.1 chrUn_AAEX03025995
NW_003729278.1 chrUn_AAEX03025996
NW_003729279.1 chrUn_AAEX03025997
NW_003729280.1 chrUn_AAEX03025998
NW_003729281.1 chrUn_AAEX03025999
NW_003729282.1 chrUn_AAEX03026000
NW_003729283.1 chrUn_AAEX03026001
NW_003729284.1 chrUn_AAEX03026002
NW_003729285.1 chrUn_AAEX03026003
NW_003729286.1 chrUn_AAEX03026004
NW_003729287.1 chrUn_AAEX03026005
NW_003729288.1 chrUn_AAEX03026006
NW_003729289.1 chrUn_AAEX03026007
NW_003729290.1 chrUn_AAEX03026008
NW_003729291.1 chrUn_AAEX03026009
NW_003729292.1 chrUn_AAEX03026010
NW_003729293.1 chrUn_AAEX03026011
NW_003729294.1 chrUn_AAEX03026012
NW_003729295.1 chrUn_AAEX03026013
NW_003729296.1 chrUn_AAEX03026014
NW_003729297.1 chrUn_AAEX03026015
NW_003729298.1 chrUn_AAEX03026016
NW_003729299.1 chrUn_AAEX03026017
NW_003729300.1 chrUn_AAEX03026018
NW_003729301.1 chrUn_AAEX03026019
NW_003729302.1 chrUn_AAEX03026020
NW_003729303.1 chrUn_AAEX03026021
NW_003729304.1 chrUn_AAEX03026022
NW_003729305.1 chrUn_AAEX03026023
NW_003729306.1 chrUn_AAEX03026024
NW_003729307.1 chrUn_AAEX03026025
NW_003729308.1 chrUn_AAEX03026026
NW_003729309.1 chrUn_AAEX03026027
NW_003729310.1 chrUn_AAEX03026028
NW_003729311.1 chrUn_AAEX03026029
NW_003729312.1 chrUn_AAEX03026030
NW_003729313.1 chrUn_AAEX03026031
NW_003729314.1 chrUn_AAEX03026032
NW_003729315.1 chrUn_AAEX03026033
NW_003729316.1 chrUn_AAEX03026034
NW_003729317.1 chrUn_AAEX03026035
NW_003729318.1 chrUn_AAEX03026036
NW_003729319.1 chrUn_AAEX03026037
NW_003729320.1 chrUn_AAEX03026038
NW_003729321.1 chrUn_AAEX03026039
NW_003729322.1 chrUn_AAEX03026040
NW_003729323.1 chrUn_AAEX03026041
NW_003729324.1 chrUn_AAEX03026042
NW_003729325.1 chrUn_AAEX03026043
NW_003729326.1 chrUn_AAEX03026044
NW_003729327.1 chrUn_AAEX03026045
NW_003729328.1 chrUn_AAEX03026046
NW_003729329.1 chrUn_AAEX03026047
NW_003729330.1 chrUn_AAEX03026048
NW_003729331.1 chrUn_AAEX03026049
NW_003729332.1 chrUn_AAEX03026050
NW_003729333.1 chrUn_AAEX03026051
NW_003729334.1 chrUn_AAEX03026052
NW_003729335.1 chrUn_AAEX03026053
NW_003729336.1 chrUn_AAEX03026054
NW_003729337.1 chrUn_AAEX03026055
NW_003729338.1 chrUn_AAEX03026056
NW_003729339.1 chrUn_AAEX03026057
NW_003729340.1 chrUn_AAEX03026058
NW_003729341.1 chrUn_AAEX03026059
NW_003729342.1 chrUn_AAEX03026060
NW_003729343.1 chrUn_AAEX03026061
NW_003729344.1 chrUn_AAEX03026062
NW_003729345.1 chrUn_AAEX03026063
NW_003729346.1 chrUn_AAEX03026064
NW_003729347.1 chrUn_AAEX03026065
NW_003729348.1 chrUn_AAEX03026066
NW_003729349.1 chrUn_AAEX03026067
NW_003729350.1 chrUn_AAEX03026068
NW_003729351.1 chrUn_AAEX03026069
NW_003729352.1 chrUn_AAEX03026070
NW_003729353.1 chrUn_AAEX03026071
NW_003729354.1 chrUn_AAEX03026072
NW_003726127.1 chrUn_JH373233
NW_003726128.1 chrUn_JH373234
NW_003726129.1 chrUn_JH373235
NW_003726130.1 chrUn_JH373236
NW_003726131.1 chrUn_JH373237
NW_003726132.1 chrUn_JH373238
NW_003726133.1 chrUn_JH373239
NW_003726134.1 chrUn_JH373240
NW_003726135.1 chrUn_JH373241
NW_003726136.1 chrUn_JH373242
NW_003726137.1 chrUn_JH373243
NW_003726138.1 chrUn_JH373244
NW_003726139.1 chrUn_JH373245
NW_003726140.1 chrUn_JH373246
NW_003726141.1 chrUn_JH373247
NW_003726142.1 chrUn_JH373248
NW_003726143.1 chrUn_JH373249
NW_003726144.1 chrUn_JH373250
NW_003726145.1 chrUn_JH373251
NW_003726147.1 chrUn_JH373252
NW_003726148.1 chrUn_JH373253
NW_003726149.1 chrUn_JH373254
NW_003726150.1 chrUn_JH373255
NW_003726151.1 chrUn_JH373256
NW_003726152.1 chrUn_JH373257
NW_003726153.1 chrUn_JH373258
NW_003726154.1 chrUn_JH373259
NW_003726155.1 chrUn_JH373260
NW_003726156.1 chrUn_JH373261
NW_003726157.1 chrUn_JH373262
NW_003726158.1 chrUn_JH373263
NW_003726159.1 chrUn_JH373264
NW_003726160.1 chrUn_JH373265
NW_003726161.1 chrUn_JH373266
NW_003726162.1 chrUn_JH373267
NW_003726163.1 chrUn_JH373268
NW_003726164.1 chrUn_JH373269
NW_003726165.1 chrUn_JH373270
NW_003726166.1 chrUn_JH373271
NW_003726167.1 chrUn_JH373272
NW_003726168.1 chrUn_JH373273
NW_003726169.1 chrUn_JH373274
NW_003726170.1 chrUn_JH373275
NW_003726171.1 chrUn_JH373276
NW_003726172.1 chrUn_JH373277
NW_003726174.1 chrUn_JH373278
NW_003726175.1 chrUn_JH373279
NW_003726177.1 chrUn_JH373280
NW_003726179.1 chrUn_JH373281
NW_003726180.1 chrUn_JH373282
NW_003726181.1 chrUn_JH373283
NW_003726182.1 chrUn_JH373284
NW_003726183.1 chrUn_JH373285
NW_003726184.1 chrUn_JH373286
NW_003726185.1 chrUn_JH373287
NW_003726186.1 chrUn_JH373288
NW_003726187.1 chrUn_JH373289
NW_003726188.1 chrUn_JH373290
NW_003726189.1 chrUn_JH373291
NW_003726190.1 chrUn_JH373292
NW_003726191.1 chrUn_JH373293
NW_003726192.1 chrUn_JH373294
NW_003726193.1 chrUn_JH373295
NW_003726194.1 chrUn_JH373296
NW_003726195.1 chrUn_JH373297
NW_003726197.1 chrUn_JH373298
NW_003726199.1 chrUn_JH373299
NW_003726200.1 chrUn_JH373300
NW_003726203.1 chrUn_JH373301
NW_003726204.1 chrUn_JH373302
NW_003726205.1 chrUn_JH373303
NW_003726206.1 chrUn_JH373304
NW_003726207.1 chrUn_JH373305
NW_003726208.1 chrUn_JH373306
NW_003726209.1 chrUn_JH373307
NW_003726211.1 chrUn_JH373308
NW_003726212.1 chrUn_JH373309
NW_003726213.1 chrUn_JH373310
NW_003726214.1 chrUn_JH373311
NW_003726215.1 chrUn_JH373312
NW_003726216.1 chrUn_JH373313
NW_003726220.1 chrUn_JH373314
NW_003726221.1 chrUn_JH373315
NW_003726222.1 chrUn_JH373316
NW_003726223.1 chrUn_JH373317
NW_003726224.1 chrUn_JH373318
NW_003726225.1 chrUn_JH373319
NW_003726226.1 chrUn_JH373320
NW_003726227.1 chrUn_JH373321
NW_003726228.1 chrUn_JH373322
NW_003726229.1 chrUn_JH373323
NW_003726230.1 chrUn_JH373324
NW_003726231.1 chrUn_JH373325
NW_003726232.1 chrUn_JH373326
NW_003726234.1 chrUn_JH373327
NW_003726235.1 chrUn_JH373328
NW_003726236.1 chrUn_JH373329
NW_003726237.1 chrUn_JH373330
NW_003726241.1 chrUn_JH373331
NW_003726242.1 chrUn_JH373332
NW_003726243.1 chrUn_JH373333
NW_003726244.1 chrUn_JH373334
NW_003726246.1 chrUn_JH373335
NW_003726248.1 chrUn_JH373336
NW_003726250.1 chrUn_JH373337
NW_003726251.1 chrUn_JH373338
NW_003726252.1 chrUn_JH373339
NW_003726253.1 chrUn_JH373340
NW_003726254.1 chrUn_JH373341
NW_003726255.1 chrUn_JH373342
NW_003726256.1 chrUn_JH373343
NW_003726257.1 chrUn_JH373344
NW_003726258.1 chrUn_JH373345
NW_003726259.1 chrUn_JH373346
NW_003726260.1 chrUn_JH373347
NW_003726261.1 chrUn_JH373348
NW_003726262.1 chrUn_JH373349
NW_003726263.1 chrUn_JH373350
NW_003726264.1 chrUn_JH373351
NW_003726265.1 chrUn_JH373352
NW_003726267.1 chrUn_JH373353
NW_003726269.1 chrUn_JH373354
NW_003726270.1 chrUn_JH373355
NW_003726271.1 chrUn_JH373356
NW_003726272.1 chrUn_JH373357
NW_003726273.1 chrUn_JH373358
NW_003726275.1 chrUn_JH373359
NW_003726276.1 chrUn_JH373360
NW_003726277.1 chrUn_JH373361
NW_003726278.1 chrUn_JH373362
NW_003726280.1 chrUn_JH373363
NW_003726281.1 chrUn_JH373364
NW_003726282.1 chrUn_JH373365
NW_003726283.1 chrUn_JH373366
NW_003726284.1 chrUn_JH373367
NW_003726285.1 chrUn_JH373368
NW_003726286.1 chrUn_JH373369
NW_003726287.1 chrUn_JH373370
NW_003726288.1 chrUn_JH373371
NW_003726289.1 chrUn_JH373372
NW_003726290.1 chrUn_JH373373
NW_003726291.1 chrUn_JH373374
NW_003726292.1 chrUn_JH373375
NW_003726293.1 chrUn_JH373376
NW_003726294.1 chrUn_JH373377
NW_003726295.1 chrUn_JH373378
NW_003726296.1 chrUn_JH373379
NW_003726297.1 chrUn_JH373380
NW_003726298.1 chrUn_JH373381
NW_003726300.1 chrUn_JH373382
NW_003726301.1 chrUn_JH373383
NW_003726302.1 chrUn_JH373384
NW_003726304.1 chrUn_JH373385
NW_003726305.1 chrUn_JH373386
NW_003726306.1 chrUn_JH373387
NW_003726307.1 chrUn_JH373388
NW_003726308.1 chrUn_JH373389
NW_003726309.1 chrUn_JH373390
NW_003726310.1 chrUn_JH373391
NW_003726311.1 chrUn_JH373392
NW_003726312.1 chrUn_JH373393
NW_003726313.1 chrUn_JH373394
NW_003726314.1 chrUn_JH373395
NW_003726316.1 chrUn_JH373396
NW_003726317.1 chrUn_JH373397
NW_003726318.1 chrUn_JH373398
NW_003726319.1 chrUn_JH373399
NW_003726320.1 chrUn_JH373400
NW_003726321.1 chrUn_JH373401
NW_003726323.1 chrUn_JH373402
NW_003726327.1 chrUn_JH373403
NW_003726329.1 chrUn_JH373404
NW_003726330.1 chrUn_JH373405
NW_003726332.1 chrUn_JH373406
NW_003726333.1 chrUn_JH373407
NW_003726334.1 chrUn_JH373408
NW_003726335.1 chrUn_JH373409
NW_003726337.1 chrUn_JH373410
NW_003726338.1 chrUn_JH373411
NW_003726339.1 chrUn_JH373412
NW_003726340.1 chrUn_JH373413
NW_003726342.1 chrUn_JH373414
NW_003726343.1 chrUn_JH373415
NW_003726345.1 chrUn_JH373416
NW_003726346.1 chrUn_JH373417
NW_003726348.1 chrUn_JH373418
NW_003726349.1 chrUn_JH373419
NW_003726350.1 chrUn_JH373420
NW_003726351.1 chrUn_JH373421
NW_003726352.1 chrUn_JH373422
NW_003726353.1 chrUn_JH373423
NW_003726354.1 chrUn_JH373424
NW_003726356.1 chrUn_JH373425
NW_003726358.1 chrUn_JH373426
NW_003726359.1 chrUn_JH373427
NW_003726360.1 chrUn_JH373428
NW_003726361.1 chrUn_JH373429
NW_003726362.1 chrUn_JH373430
NW_003726363.1 chrUn_JH373431
NW_003726364.1 chrUn_JH373432
NW_003726365.1 chrUn_JH373433
NW_003726366.1 chrUn_JH373434
NW_003726367.1 chrUn_JH373435
NW_003726368.1 chrUn_JH373436
NW_003726369.1 chrUn_JH373437
NW_003726371.1 chrUn_JH373438
NW_003726372.1 chrUn_JH373439
NW_003726373.1 chrUn_JH373440
NW_003726374.1 chrUn_JH373441
NW_003726375.1 chrUn_JH373442
NW_003726377.1 chrUn_JH373443
NW_003726379.1 chrUn_JH373444
NW_003726380.1 chrUn_JH373445
NW_003726381.1 chrUn_JH373446
NW_003726383.1 chrUn_JH373447
NW_003726384.1 chrUn_JH373448
NW_003726386.1 chrUn_JH373449
NW_003726387.1 chrUn_JH373450
NW_003726388.1 chrUn_JH373451
NW_003726389.1 chrUn_JH373452
NW_003726390.1 chrUn_JH373453
NW_003726391.1 chrUn_JH373454
NW_003726393.1 chrUn_JH373455
NW_003726394.1 chrUn_JH373456
NW_003726396.1 chrUn_JH373457
NW_003726397.1 chrUn_JH373458
NW_003726399.1 chrUn_JH373459
NW_003726400.1 chrUn_JH373460
NW_003726401.1 chrUn_JH373461
NW_003726402.1 chrUn_JH373462
NW_003726403.1 chrUn_JH373463
NW_003726406.1 chrUn_JH373464
NW_003726407.1 chrUn_JH373465
NW_003726409.1 chrUn_JH373466
NW_003726410.1 chrUn_JH373467
NW_003726411.1 chrUn_JH373468
NW_003726413.1 chrUn_JH373469
NW_003726414.1 chrUn_JH373470
NW_003726416.1 chrUn_JH373471
NW_003726417.1 chrUn_JH373472
NW_003726419.1 chrUn_JH373473
NW_003726420.1 chrUn_JH373474
NW_003726422.1 chrUn_JH373475
NW_003726423.1 chrUn_JH373476
NW_003726424.1 chrUn_JH373477
NW_003726425.1 chrUn_JH373478
NW_003726426.1 chrUn_JH373479
NW_003726428.1 chrUn_JH373480
NW_003726429.1 chrUn_JH373481
NW_003726430.1 chrUn_JH373482
NW_003726431.1 chrUn_JH373483
NW_003726432.1 chrUn_JH373484
NW_003726435.1 chrUn_JH373485
NW_003726436.1 chrUn_JH373486
NW_003726437.1 chrUn_JH373487
NW_003726438.1 chrUn_JH373488
NW_003726439.1 chrUn_JH373489
NW_003726441.1 chrUn_JH373490
NW_003726442.1 chrUn_JH373491
NW_003726443.1 chrUn_JH373492
NW_003726444.1 chrUn_JH373493
NW_003726445.1 chrUn_JH373494
NW_003726446.1 chrUn_JH373495
NW_003726447.1 chrUn_JH373496
NW_003726450.1 chrUn_JH373497
NW_003726451.1 chrUn_JH373498
NW_003726452.1 chrUn_JH373499
NW_003726453.1 chrUn_JH373500
NW_003726454.1 chrUn_JH373501
NW_003726455.1 chrUn_JH373502
NW_003726456.1 chrUn_JH373503
NW_003726457.1 chrUn_JH373504
NW_003726458.1 chrUn_JH373505
NW_003726460.1 chrUn_JH373506
NW_003726461.1 chrUn_JH373507
NW_003726464.1 chrUn_JH373508
NW_003726465.1 chrUn_JH373509
NW_003726466.1 chrUn_JH373510
NW_003726467.1 chrUn_JH373511
NW_003726468.1 chrUn_JH373512
NW_003726469.1 chrUn_JH373513
NW_003726470.1 chrUn_JH373514
NW_003726471.1 chrUn_JH373515
NW_003726473.1 chrUn_JH373516
NW_003726474.1 chrUn_JH373517
NW_003726476.1 chrUn_JH373518
NW_003726477.1 chrUn_JH373519
NW_003726479.1 chrUn_JH373520
NW_003726480.1 chrUn_JH373521
NW_003726482.1 chrUn_JH373522
NW_003726484.1 chrUn_JH373523
NW_003726485.1 chrUn_JH373524
